user_id;registration_date;payment_date;revenue;payment_service_id;place;country;product_type
891671796;29.10.2017 22:06;06.11.2017 0:06;9854;147;TrialVipPopup;CA;trial
891367521;05.11.2017 2:37;10.11.2017 1:52;1469;19;coinsPopupFrom51-1;IT;other
891131061;09.11.2017 7:04;10.11.2017 8:55;3783;67;Menu;CL;other
892207959;18.10.2017 18:30;22.10.2017 4:49;1261;19;EmptyLikes;FR;coins
891092322;09.11.2017 22:48;10.11.2017 1:18;5278;147;AutoReplyMessage;AR;prem
892366260;15.10.2017 15:04;31.10.2017 23:37;6305;19;autorefill;GB;coins
891949989;24.10.2017 6:54;31.10.2017 8:54;9087;147;TrialVipPopup;US;trial
891130164;09.11.2017 7:37;10.11.2017 12:27;2730;67;EmptyLikes;US;other
891228750;07.11.2017 5:28;14.11.2017 7:39;13273;147;AutoReplyMessage;CL;trial
891365169;05.11.2017 4:09;12.11.2017 6:09;9490;147;TrialVipPopup;CH;trial
892393119;15.10.2017 0:34;21.10.2017 13:10;1807;68;none;IT;prem
892333905;16.10.2017 1:38;16.10.2017 1:58;3783;67;EmptyAdmirations;IT;other
891225840;07.11.2017 7:18;07.11.2017 8:16;3588;68;none;AU;prem
891320823;05.11.2017 19:37;05.11.2017 19:42;6292;147;AutoReplyMessage;US;prem
891676365;29.10.2017 20:43;29.10.2017 20:59;2717;68;none;FR;prem
892333905;16.10.2017 1:38;16.10.2017 1:44;3783;67;Menu;IT;other
891357177;05.11.2017 9:04;12.11.2017 11:05;9087;147;TrialVipPopup;CA;trial
892333905;16.10.2017 1:38;16.10.2017 1:42;3783;67;Menu;IT;other
891693753;29.10.2017 15:24;31.10.2017 11:25;1625;67;EmptyLikes;TR;other
891707061;29.10.2017 10:54;07.11.2017 23:53;1261;19;Menu;AR;coins
891259167;06.11.2017 17:48;07.11.2017 11:59;3900;146;EmptyLikes;US;coins
891367521;05.11.2017 2:37;06.11.2017 17:43;1456;19;sympathy_access;IT;other
891850512;26.10.2017 10:34;02.11.2017 13:43;5577;147;TrialVipPopup;PT;trial
891707061;29.10.2017 10:54;11.11.2017 1:30;1261;19;Menu;AR;coins
891299796;06.11.2017 0:54;09.11.2017 5:20;728;146;EmptyLikes;DE;coins
892344951;15.10.2017 21:37;15.10.2017 21:40;3614;147;AutoReplyMessage;TR;prem
892207959;18.10.2017 18:30;27.10.2017 10:37;6292;147;promo.key31;FR;prem
891693753;29.10.2017 15:24;04.11.2017 20:45;5304;19;EmptyLikes;TR;coins
891130164;09.11.2017 7:37;10.11.2017 12:28;4602;146;EmptyLikes;US;coins
891870786;25.10.2017 22:08;04.11.2017 16:19;1261;19;Fans;IT;coins
891320823;05.11.2017 19:37;10.11.2017 17:52;3783;67;EmptyLikes;US;other
892333905;16.10.2017 1:38;16.10.2017 22:35;31525;19;Menu;IT;coins
891120969;09.11.2017 12:24;09.11.2017 12:40;6292;147;AutoReplyMessage;FR;prem
960936960;19.01.2015 11:49;14.12.2016 17:30;26;0;REFUND Деньги от FB;RU;other
891822480;26.10.2017 22:27;01.11.2017 16:50;1898;19;none;IT;coins
891819399;26.10.2017 23:46;11.11.2017 15:25;6357;147;AutoReplyMessage;ES;prem
891292845;06.11.2017 3:51;06.11.2017 3:59;1898;68;none;IT;prem
891335283;05.11.2017 16:08;12.11.2017 18:21;10023;147;TrialVipPopup;AR;trial
891416007;04.11.2017 8:30;04.11.2017 8:52;3133;68;none;FR;prem
891739737;28.10.2017 18:50;12.11.2017 3:25;1261;19;Menu;US;coins
892136748;20.10.2017 10:32;06.11.2017 10:54;2821;19;none;FR;coins
891870786;25.10.2017 22:08;04.11.2017 17:12;1261;19;autorefill;IT;coins
891539388;01.11.2017 15:50;09.11.2017 0:21;12857;147;TrialVipPopup;IT;trial
891296583;06.11.2017 2:02;11.11.2017 8:29;3783;67;EmptyLikes;US;other
892333905;16.10.2017 1:38;16.10.2017 18:42;31525;19;Fans;IT;coins
892290105;16.10.2017 22:03;10.11.2017 17:18;1261;19;EmptyLikes;US;coins
892069554;21.10.2017 19:11;30.10.2017 10:16;6305;19;autorefill;GB;coins
892277877;17.10.2017 3:36;10.11.2017 15:22;897;146;EmptyLikes;US;coins
892069554;21.10.2017 19:11;26.10.2017 10:52;6305;19;EmptyLikes;GB;coins
891977400;23.10.2017 17:05;30.10.2017 19:05;17199;147;TrialVipPopup;US;trial
892102893;21.10.2017 2:51;31.10.2017 20:56;6305;19;autorefill;US;coins
892061721;21.10.2017 21:48;23.10.2017 15:12;2340;67;EmptyLikes;ES;other
892366260;15.10.2017 15:04;15.10.2017 15:49;6292;147;LeftMenu;GB;prem
891130164;09.11.2017 7:37;13.11.2017 3:53;4537;147;AutoReplyMessage;US;prem
891429846;03.11.2017 23:18;11.11.2017 1:19;14352;147;TrialVipPopup;IL;trial
891881343;25.10.2017 17:58;01.11.2017 21:08;12727;147;Dating;US;trial
892333905;16.10.2017 1:38;16.10.2017 1:58;3783;67;EmptyAdmirations;IT;other
892061721;21.10.2017 21:48;25.10.2017 13:20;741;146;EmptyLikes;ES;coins
892310253;16.10.2017 14:50;02.11.2017 20:58;6292;147;LeftMenu;IL;prem
891366795;05.11.2017 3:05;07.11.2017 22:18;6292;147;PopularUserBlockDialog;ES;prem
891320823;05.11.2017 19:37;05.11.2017 23:23;3783;67;Menu;US;other
891367521;05.11.2017 2:37;10.11.2017 1:52;1469;19;sympathy_access;IT;other
891662499;30.10.2017 0:57;09.11.2017 2:21;6292;147;PopularUserBlockDialog;GB;prem
891092322;09.11.2017 22:48;11.11.2017 18:22;3926;19;EmptyLikes;AR;coins
891989511;23.10.2017 11:34;26.10.2017 17:08;5369;146;EmptyLikes;US;coins
891497961;02.11.2017 15:07;02.11.2017 17:16;2418;67;Gifts;CL;other
891175032;08.11.2017 6:54;10.11.2017 19:20;12727;147;TrialVipPopup;GB;trial
892105335;21.10.2017 1:14;28.10.2017 3:14;9087;147;TrialVipPopup;US;trial
892421277;14.10.2017 13:05;02.11.2017 2:12;12610;19;EmptyLikes;US;coins
960936960;19.01.2015 11:49;14.12.2016 17:35;637;0;REFUND Деньги от Ninja;RU;other
891254103;06.11.2017 19:19;06.11.2017 19:32;6292;147;AutoReplyMessage;AE;prem
892366260;15.10.2017 15:04;14.11.2017 16:50;6292;147;LeftMenu;GB;prem
891707061;29.10.2017 10:54;03.11.2017 0:05;6292;147;promo.key31;AR;prem
892188396;19.10.2017 4:18;19.10.2017 4:39;6292;147;AutoReplyMessage;AR;prem
892026636;22.10.2017 16:41;29.10.2017 18:45;9815;147;TrialVipPopup;CA;trial
892366260;15.10.2017 15:04;27.10.2017 22:06;6305;19;autorefill;GB;coins
892071420;21.10.2017 18:32;24.10.2017 6:32;5512;147;promo.key31;IL;prem
892230618;18.10.2017 6:08;19.10.2017 5:15;1261;19;EmptyLikes;PT;coins
891174534;08.11.2017 7:19;15.11.2017 9:19;10517;147;TrialVipPopup;AR;trial
892037091;22.10.2017 12:02;29.10.2017 14:06;12727;147;Dating;US;trial
892069554;21.10.2017 19:11;22.10.2017 1:11;3783;67;EmptyLikes;GB;other
892138689;20.10.2017 9:21;20.10.2017 12:05;6435;147;AutoReplyMessage;FR;prem
892204314;18.10.2017 19:55;18.10.2017 20:56;6292;147;LeftMenu;FR;prem
892069554;21.10.2017 19:11;12.11.2017 14:30;6305;19;EmptyLikes;GB;coins
892116756;20.10.2017 20:09;26.10.2017 14:05;6292;147;promo.key31;CA;prem
891514716;02.11.2017 4:04;09.11.2017 6:04;16432;147;TrialVipPopup;FR;trial
891254103;06.11.2017 19:19;06.11.2017 19:44;3783;67;AdToPhotoBlog;AE;other
892230618;18.10.2017 6:08;19.10.2017 5:09;6292;147;promo.key31;PT;prem
891676365;29.10.2017 20:43;31.10.2017 9:24;2418;19;none;FR;coins
892366260;15.10.2017 15:04;26.10.2017 1:53;6305;19;autorefill;GB;coins
891296583;06.11.2017 2:02;11.11.2017 8:35;1261;19;autorefill;US;coins
892277877;17.10.2017 3:36;26.10.2017 16:46;9087;147;TrialVipPopup;US;trial
892136748;20.10.2017 10:32;01.11.2017 4:10;2834;19;none;FR;coins
891327048;05.11.2017 18:10;05.11.2017 20:48;3783;67;Fans;CL;other
892333905;16.10.2017 1:38;16.10.2017 22:39;19773;146;Menu;IT;coins
891382470;04.11.2017 21:02;04.11.2017 21:05;2314;67;EmptyLikes;FR;other
892116756;20.10.2017 20:09;06.11.2017 13:39;6305;19;autorefill;CA;coins
891765819;28.10.2017 4:24;12.11.2017 21:24;7852;146;EmptyLikes;IT;coins
891327048;05.11.2017 18:10;05.11.2017 20:36;12610;19;EmptyLikes;CL;coins
891721851;29.10.2017 2:50;14.11.2017 4:08;897;19;EmptyLikes;US;coins
892366260;15.10.2017 15:04;21.10.2017 19:34;6305;19;Menu;GB;coins
891653790;30.10.2017 6:17;09.11.2017 12:45;728;146;EmptyLikes;IT;coins
892138689;20.10.2017 9:21;20.10.2017 9:48;3965;146;EmptyLikes;FR;coins
891466989;03.11.2017 7:08;04.11.2017 8:08;3783;67;Menu;US;other
891937230;24.10.2017 14:17;26.10.2017 20:29;6305;19;autorefill;CA;coins
892333905;16.10.2017 1:38;16.10.2017 2:08;31525;19;Gifts;IT;coins
891216033;07.11.2017 12:33;07.11.2017 12:47;6292;0;AutoReplyMessage;US;prem
892172853;19.10.2017 14:53;19.10.2017 16:40;6539;147;LeftMenu;IT;prem
891946920;24.10.2017 9:04;31.10.2017 12:48;9854;147;TrialVipPopup;US;trial
892393119;15.10.2017 0:34;21.10.2017 13:09;1807;68;none;IT;prem
892188396;19.10.2017 4:18;19.10.2017 18:24;6305;19;EmptyLikes;AR;coins
892333905;16.10.2017 1:38;16.10.2017 13:10;63037;147;no_symphaties_no_vip_stub;IT;prem
891254103;06.11.2017 19:19;10.11.2017 20:47;1261;19;EmptyLikes;AE;coins
892323186;16.10.2017 8:49;23.10.2017 14:13;13130;147;TrialVipPopup;US;trial
892047282;22.10.2017 5:44;29.10.2017 7:44;10153;147;TrialVipPopup;AE;trial
891568008;31.10.2017 22:17;08.11.2017 0:41;10569;147;TrialVipPopup;AR;trial
891707061;29.10.2017 10:54;14.11.2017 3:33;1261;19;autorefill;AR;coins
892333905;16.10.2017 1:38;16.10.2017 2:08;1261;19;Gifts;IT;coins
891851568;26.10.2017 10:02;02.11.2017 12:15;10153;147;TrialVipPopup;AE;trial
892175961;19.10.2017 13:19;19.10.2017 22:08;4706;147;promo.key31;IN;prem
891721851;29.10.2017 2:50;14.11.2017 22:03;897;19;EmptyLikes;US;coins
891989511;23.10.2017 11:34;25.10.2017 15:08;5395;146;EmptyLikes;US;coins
891707061;29.10.2017 10:54;15.11.2017 3:41;1261;19;autorefill;AR;coins
891354468;05.11.2017 10:08;05.11.2017 19:15;4602;146;Menu;IL;coins
892101909;21.10.2017 3:28;23.10.2017 22:32;741;146;EmptyLikes;FR;coins
891354468;05.11.2017 10:08;05.11.2017 10:40;5486;147;Dating;IL;prem
892325937;16.10.2017 7:01;16.10.2017 7:19;3601;147;AutoReplyMessage;DE;prem
891354468;05.11.2017 10:08;11.11.2017 20:36;4563;19;Menu;IL;coins
891462408;03.11.2017 10:08;10.11.2017 12:08;9087;147;TrialVipPopup;US;trial
891583611;31.10.2017 16:30;07.11.2017 19:13;16536;147;none;ES;trial
891738366;28.10.2017 19:23;31.10.2017 21:33;6292;147;promo.key31;IL;prem
892336797;16.10.2017 0:21;16.10.2017 0:51;6292;147;SendMessage;US;prem
892288614;16.10.2017 22:33;16.10.2017 22:45;2977;68;none;FR;prem
891303210;05.11.2017 23:52;06.11.2017 23:24;1261;19;EmptyLikes;AR;coins
892333905;16.10.2017 1:38;17.10.2017 2:23;31525;19;Menu;IT;coins
891553362;01.11.2017 8:26;08.11.2017 10:38;12727;147;AutoReplyMessage;US;trial
892380033;15.10.2017 9:11;15.10.2017 9:23;4732;147;LeftMenu;US;prem
892333905;16.10.2017 1:38;16.10.2017 1:44;3783;67;Menu;IT;other
891765819;28.10.2017 4:24;12.11.2017 21:23;2327;67;EmptyLikes;IT;other
892032669;22.10.2017 14:04;26.10.2017 14:54;3614;19;none;US;coins
892102893;21.10.2017 2:51;22.10.2017 23:00;6305;19;EmptyLikes;US;coins
892207959;18.10.2017 18:30;01.11.2017 4:38;1261;19;EmptyLikes;FR;coins
891378810;04.11.2017 22:06;12.11.2017 0:14;12727;147;Dating;US;trial
892216461;18.10.2017 14:41;18.10.2017 16:05;1261;19;EmptyLikes;US;coins
892207959;18.10.2017 18:30;22.10.2017 4:49;1261;19;EmptyLikes;FR;coins
891452706;03.11.2017 14:48;11.11.2017 17:21;6305;19;Gifts;IT;coins
891806679;27.10.2017 8:43;28.10.2017 12:06;6422;147;AutoReplyMessage;IT;prem
891288783;06.11.2017 6:09;09.11.2017 8:04;6305;19;EmptyLikes;US;coins
891466335;03.11.2017 7:36;10.11.2017 9:56;9919;147;TrialVipPopup;US;trial
891365490;05.11.2017 3:55;05.11.2017 10:25;6292;147;PopularUserChatBlock;US;prem
892087155;21.10.2017 12:12;22.10.2017 13:05;2444;68;none;US;prem
892096215;21.10.2017 7:36;28.10.2017 12:23;12766;147;TrialVipPopup;BE;trial
892032669;22.10.2017 14:04;26.10.2017 14:56;3614;68;none;US;prem
891252072;06.11.2017 19:56;08.11.2017 4:29;6292;147;PopularUserBlockDialog;AR;prem
892071420;21.10.2017 18:32;24.10.2017 19:30;2756;67;EmptyLikes;IL;other
891707061;29.10.2017 10:54;10.11.2017 13:14;1261;19;EmptyLikes;AR;coins
892148454;20.10.2017 1:42;25.10.2017 16:50;4537;147;promo.key31;US;prem
892101909;21.10.2017 3:28;23.10.2017 22:35;923;19;none;FR;coins
891765819;28.10.2017 4:24;08.11.2017 0:32;6422;147;LeftMenu;IT;prem
892079109;21.10.2017 15:38;22.10.2017 4:32;4537;147;LeftMenu;US;prem
892120956;20.10.2017 18:20;05.11.2017 13:43;3042;68;none;BE;prem
891211224;07.11.2017 14:38;10.11.2017 11:30;4602;146;EmptyLikes;AE;coins
892042395;22.10.2017 9:21;24.10.2017 3:35;4602;146;Gifts;US;coins
892069554;21.10.2017 19:11;23.10.2017 13:48;6305;19;autorefill;GB;coins
891561825;01.11.2017 1:06;08.11.2017 3:06;12636;147;TrialVipPopup;FR;trial
891937230;24.10.2017 14:17;31.10.2017 16:47;12688;147;SendMessage;CA;trial
892333905;16.10.2017 1:38;16.10.2017 1:58;3783;67;EmptyAdmirations;IT;other
891675147;29.10.2017 21:04;05.11.2017 23:04;9087;147;TrialVipPopup;US;trial
891367521;05.11.2017 2:37;10.11.2017 1:52;1469;127;coinsPopupFrom51-1;IT;other
892069554;21.10.2017 19:11;08.11.2017 1:47;6305;19;EmptyLikes;GB;coins
891239847;06.11.2017 23:39;06.11.2017 23:49;6292;147;AutoReplyMessage;GB;prem
891739737;28.10.2017 18:50;13.11.2017 5:34;1261;19;EmptyLikes;US;coins
891761955;28.10.2017 7:44;28.10.2017 19:45;13481;147;TrialVipPopup;FR;trial
892104378;21.10.2017 1:54;21.10.2017 2:18;4602;146;EmptyLikes;US;coins
891739737;28.10.2017 18:50;13.11.2017 5:34;1261;19;EmptyLikes;US;coins
891254103;06.11.2017 19:19;10.11.2017 20:48;12610;19;EmptyLikes;AE;coins
892290105;16.10.2017 22:03;21.10.2017 22:30;4537;147;PopularUserBlockDialog;US;prem
892366260;15.10.2017 15:04;15.10.2017 15:07;6305;19;Menu;GB;coins
892101909;21.10.2017 3:28;21.10.2017 3:39;6422;147;none;FR;prem
891486135;02.11.2017 20:22;04.11.2017 10:59;3900;146;EmptyLikes;IT;coins
892143453;20.10.2017 5:45;25.10.2017 3:04;4706;147;PopularUserChatBlock;CA;prem
891662499;30.10.2017 0:57;10.11.2017 19:42;3783;67;Fans;GB;other
892069554;21.10.2017 19:11;03.11.2017 10:44;6305;19;EmptyLikes;GB;coins
891503397;02.11.2017 12:22;02.11.2017 12:26;6448;147;AutoReplyMessage;IT;prem
891452706;03.11.2017 14:48;11.11.2017 17:21;6305;19;Gifts;IT;coins
891497391;02.11.2017 15:24;05.11.2017 20:25;4745;147;UserProfileFragment;CL;prem
892176342;19.10.2017 13:07;20.10.2017 23:19;1508;68;none;US;prem
892061721;21.10.2017 21:48;21.10.2017 21:52;7930;147;SendMessage;ES;prem
892019337;22.10.2017 19:27;29.10.2017 18:41;2314;67;Admirations;FR;other
891937230;24.10.2017 14:17;25.10.2017 14:27;3783;67;EmptyLikes;CA;other
891693753;29.10.2017 15:24;31.10.2017 11:27;2665;146;EmptyLikes;TR;coins
891721851;29.10.2017 2:50;14.11.2017 4:08;897;19;EmptyLikes;US;coins
960936960;19.01.2015 11:49;14.12.2016 16:16;143;0;REFUND Деньги от PaymentWall (mobile);RU;other
892080207;21.10.2017 15:12;22.10.2017 17:38;6292;147;LeftMenu;US;prem
891707061;29.10.2017 10:54;10.11.2017 13:14;1261;19;autorefill;AR;coins
891320916;05.11.2017 19:36;07.11.2017 20:04;3783;67;EmptyLikes;IL;other
891264903;06.11.2017 16:02;08.11.2017 22:32;3887;147;none;US;prem
891178713;08.11.2017 3:39;15.11.2017 9:28;9087;147;TrialVipPopup;US;trial
891285747;06.11.2017 7:49;06.11.2017 7:53;4537;147;AutoReplyMessage;US;prem
892365015;15.10.2017 15:32;23.10.2017 13:38;12727;147;Dating;GB;trial
891299796;06.11.2017 0:54;08.11.2017 15:09;6266;147;promo.key31;DE;prem
891365490;05.11.2017 3:55;06.11.2017 0:28;1261;19;EmptyLikes;US;coins
892189932;19.10.2017 2:48;19.10.2017 3:09;6474;147;AutoReplyMessage;ES;prem
891327048;05.11.2017 18:10;05.11.2017 20:38;6292;147;no_symphaties_no_vip_stub;CL;prem
891320916;05.11.2017 19:36;06.11.2017 13:50;6292;147;PopularUserBlockDialog;IL;prem
892183086;19.10.2017 9:06;26.10.2017 11:11;16913;147;AutoReplyMessage;BE;trial
891366795;05.11.2017 3:05;07.11.2017 5:54;3783;67;EmptyLikes;ES;other
891983730;23.10.2017 14:16;29.10.2017 9:25;871;146;EmptyLikes;IL;coins
891296583;06.11.2017 2:02;11.11.2017 8:29;1261;19;EmptyLikes;US;coins
891822480;26.10.2017 22:27;27.10.2017 15:22;3913;146;EmptyLikes;IT;coins
891493443;02.11.2017 17:09;07.11.2017 4:00;3640;146;Menu;GB;coins
891616074;30.10.2017 22:57;04.11.2017 4:45;6292;147;AutoReplyMessage;IT;prem
892089249;21.10.2017 11:17;13.11.2017 21:26;6292;147;PopularUserBlockDialog;IL;prem
891822480;26.10.2017 22:27;27.10.2017 23:29;1898;68;none;IT;prem
892284495;17.10.2017 0:02;17.10.2017 1:15;5512;147;PopularUserBlockDialog;IL;prem
891721851;29.10.2017 2:50;06.11.2017 7:23;9087;147;TrialVipPopup;US;trial
891425406;04.11.2017 1:22;11.11.2017 3:23;12727;147;TrialVipPopup;US;trial
891258189;06.11.2017 18:06;10.11.2017 10:29;6292;147;LeftMenu;DE;prem
891529926;01.11.2017 19:54;14.11.2017 12:52;9087;147;TrialVipPopup;US;trial
892423284;14.10.2017 12:03;23.10.2017 12:52;12909;147;TrialVipPopup;BE;trial
891092322;09.11.2017 22:48;11.11.2017 18:21;741;146;EmptyLikes;AR;coins
891819399;26.10.2017 23:46;13.11.2017 19:00;3913;146;Menu;ES;coins
891908385;25.10.2017 2:33;01.11.2017 4:34;10686;147;TrialVipPopup;AR;trial
891739737;28.10.2017 18:50;12.11.2017 4:54;1261;19;autorefill;US;coins
892333905;16.10.2017 1:38;17.10.2017 0:40;31525;19;Menu;IT;coins
891367521;05.11.2017 2:37;06.11.2017 17:43;1456;127;sympathy_access;IT;other
892324896;16.10.2017 7:43;23.10.2017 14:11;12727;147;TrialVipPopup;US;trial
891497961;02.11.2017 15:07;04.11.2017 2:25;3978;146;EmptyLikes;CL;coins
891613833;30.10.2017 23:53;31.10.2017 0:05;1898;68;none;IT;prem
891721851;29.10.2017 2:50;14.11.2017 22:02;897;19;EmptyLikes;US;coins
891822480;26.10.2017 22:27;07.11.2017 0:04;6292;147;promo.key31;IT;prem
891648354;30.10.2017 9:48;07.11.2017 11:48;10439;147;TrialVipPopup;GB;trial
891989511;23.10.2017 11:34;26.10.2017 17:09;1625;67;Admirations;US;other
891135642;09.11.2017 3:14;10.11.2017 17:49;481;19;none;CL;coins
891522666;01.11.2017 22:57;05.11.2017 14:00;4056;68;none;DE;prem
891270606;06.11.2017 14:03;13.11.2017 16:47;10556;147;TrialVipPopup;AR;trial
892207959;18.10.2017 18:30;12.11.2017 12:03;1261;19;EmptyLikes;FR;coins
891216033;07.11.2017 12:33;07.11.2017 12:47;6292;147;AutoReplyMessage;US;prem
892290105;16.10.2017 22:03;23.10.2017 12:50;6292;147;promo.key31;US;prem
892207959;18.10.2017 18:30;22.10.2017 4:49;1261;19;autorefill;FR;coins
891705120;29.10.2017 11:39;05.11.2017 14:16;9087;147;TrialVipPopup;US;trial
892116756;20.10.2017 20:09;27.10.2017 2:11;6305;19;EmptyLikes;CA;coins
892333905;16.10.2017 1:38;16.10.2017 2:08;1261;19;Gifts;IT;coins
891719682;29.10.2017 4:47;05.11.2017 10:45;12662;147;TrialVipPopup;FR;trial
891870786;25.10.2017 22:08;04.11.2017 16:17;3783;67;Fans;IT;other
892216461;18.10.2017 14:41;18.10.2017 15:02;63037;147;AutoReplyMessage;US;prem
892223640;18.10.2017 11:01;18.10.2017 11:09;6409;147;AutoReplyMessage;US;prem
891466989;03.11.2017 7:08;05.11.2017 10:11;12610;19;Menu;US;coins
891296583;06.11.2017 2:02;11.11.2017 8:29;2730;67;EmptyLikes;US;other
891288783;06.11.2017 6:09;06.11.2017 7:47;6292;147;Dating;US;prem
892102893;21.10.2017 2:51;22.10.2017 23:00;6305;19;EmptyLikes;US;coins
892360203;15.10.2017 17:08;23.10.2017 13:42;12909;147;TrialVipPopup;ES;trial
892185039;19.10.2017 7:36;19.10.2017 7:52;7332;147;Dating;GB;prem
891668241;29.10.2017 23:08;29.10.2017 23:30;6305;19;EmptyLikes;US;coins
891363432;05.11.2017 5:18;12.11.2017 7:19;9087;147;TrialVipPopup;US;trial
891242916;06.11.2017 22:37;06.11.2017 22:49;6292;147;AutoReplyMessage;IL;prem
892069554;21.10.2017 19:11;28.10.2017 12:46;6305;19;autorefill;GB;coins
892333905;16.10.2017 1:38;16.10.2017 2:08;3783;67;Gifts;IT;other
891189879;07.11.2017 22:09;10.11.2017 1:31;2327;67;EmptyLikes;DE;other
891645606;30.10.2017 11:22;06.11.2017 13:54;10556;147;TrialVipPopup;AR;trial
891867801;25.10.2017 23:10;26.10.2017 0:21;6305;19;EmptyLikes;IL;coins
891580347;31.10.2017 17:51;07.11.2017 19:51;13468;147;TrialVipPopup;US;trial
891344265;05.11.2017 13:32;12.11.2017 15:32;12402;147;TrialVipPopup;CH;trial
891721851;29.10.2017 2:50;14.11.2017 22:01;897;19;EmptyLikes;US;coins
892333905;16.10.2017 1:38;16.10.2017 1:57;3783;67;EmptyAdmirations;IT;other
892333905;16.10.2017 1:38;16.10.2017 2:26;31525;19;Menu;IT;coins
891367521;05.11.2017 2:37;06.11.2017 17:43;1456;127;sympathy_access;IT;other
891870786;25.10.2017 22:08;04.11.2017 16:08;6292;147;Fans;IT;prem
892069554;21.10.2017 19:11;23.10.2017 13:48;1261;19;EmptyLikes;GB;coins
891320916;05.11.2017 19:36;07.11.2017 20:04;3783;67;EmptyLikes;IL;other
892164000;19.10.2017 19:05;19.10.2017 19:33;6448;147;PopularUserChatBlock;FR;prem
892355163;15.10.2017 18:45;16.10.2017 9:52;30264;68;super_popup_profile_menu;US;other
892333905;16.10.2017 1:38;16.10.2017 2:26;31525;19;Menu;IT;coins
891960267;23.10.2017 23:38;23.10.2017 23:46;3952;146;EmptyLikes;IT;coins
892333905;16.10.2017 1:38;16.10.2017 10:24;31525;19;Menu;IT;coins
891699369;29.10.2017 13:38;29.10.2017 14:03;4537;147;PopularUserChatBlock;US;prem
891367521;05.11.2017 2:37;06.11.2017 17:43;1456;127;sympathy_access;IT;other
891267633;06.11.2017 15:05;13.11.2017 4:08;6292;147;LeftMenu;US;prem
892102893;21.10.2017 2:51;22.10.2017 23:00;6305;19;EmptyLikes;US;coins
891320823;05.11.2017 19:37;10.11.2017 17:52;6305;19;EmptyLikes;US;coins
892096776;21.10.2017 7:13;28.10.2017 9:03;3549;68;none;CA;prem
891739737;28.10.2017 18:50;11.11.2017 6:05;6292;147;promo.key31;US;prem
892366260;15.10.2017 15:04;30.10.2017 2:44;6305;19;autorefill;GB;coins
891670353;29.10.2017 22:30;30.10.2017 18:56;3913;146;EmptyLikes;FR;coins
892333905;16.10.2017 1:38;16.10.2017 2:52;31525;19;Menu;IT;coins
891383310;04.11.2017 20:47;04.11.2017 22:17;63037;147;AutoReplyMessage;TR;prem
892366260;15.10.2017 15:04;15.10.2017 18:18;6305;19;autorefill;GB;coins
